Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
238,Hufflepuff,Lenore,Trinidad,2000-11-07,Left,,572.782214091471,4.639782290727759,-5.72782214091471,7.938,-313.4671402062998,401.2322511385158,7.014270929761523,1034.3206795388833,4.0682062367883365,0.9739031227252268,-241.68552999999997,-30.57
239,Hufflepuff,Olivia,Murry,2001-08-12,Left,45783.0,545.1811995899767,4.032515407358299,-5.4518119958997655,6.367000000000001,-415.2059018698471,390.47381373122596,3.9346392204218494,1047.9509015232961,3.3875765153249224,0.671013469925733,-244.34448999999998,-8.48
240,Hufflepuff,Anton,Bouchard,1997-06-04,Left,41002.0,500.90541655328764,7.433887889603149,-5.009054165532876,4.378,-470.87257932996664,399.9310201456256,2.7037055154047103,1040.667870394583,2.9446756100290954,0.5665889409727437,-243.72801,52.66
241,Gryffindor,Dorothea,Horton,1997-01-18,Left,52433.0,382.3280765445562,-5.704310342119002,-3.823280765445562,4.457,-239.32451016418824,639.1714214405799,-3.870798640463848,968.3324075706067,5.539824223019147,-0.8326577860786851,-251.03932000000003,161.71
242,Hufflepuff,Aline,Underhill,2000-04-21,Left,38860.0,566.5356060266589,2.9439783019412347,-5.665356060266589,6.2479999999999976,-293.3137766763246,360.8650784212755,5.70056257248696,1043.823148431306,3.6592087046339232,1.6748712675834347,-244.46638,-39.87
243,Hufflepuff,Jana,Chitwood,1998-03-12,Left,54267.0,183.07434777484016,6.561746803154089,-1.8307434777484013,3.755,-458.3751591142663,346.89826052188386,4.5968785852645135,1051.2022332382837,1.2601796302136616,-0.04329621455366976,-242.73467000000002,-34.85
244,Hufflepuff,Karon,Mark,1999-12-20,Left,66565.0,361.9800102191497,4.45404862959058,-3.6198001021914967,4.7989999999999995,-866.8427272644722,452.7848731514724,7.87236895670368,1071.8149474606157,10.360315166602984,-1.6660242860479877,-243.37157000000002,-36.79
245,Hufflepuff,Dennis,Seidel,2001-06-22,Left,64990.0,285.4791954355605,3.851663148847189,-2.8547919543556053,4.8,-564.4407452400969,399.2280784833497,4.379618442391008,1061.3683721717452,4.059970862783352,0.7554354451919371,-244.45512999999997,-41.84
246,Gryffindor,Sammie,Lawton,1997-08-06,Left,44730.0,572.9054680305335,-5.588384189150607,-5.729054680305334,4.676,-281.4637453230476,594.5700101525472,-3.0708666195651237,966.9474865022328,5.2837520191652745,-0.03809823918043738,-252.40981000000002,154.2
247,Hufflepuff,Fay,Wentz,1997-09-02,Right,48086.0,579.8379689889284,2.52618153586077,-5.798379689889284,2.9219999999999997,-519.6189312470848,363.96582505592505,8.447594446661071,1059.8060299858093,8.700228300758884,-0.7282339739657919,-247.19637999999998,-63.52
248,Gryffindor,Lisa,Paz,2001-05-07,Right,,591.4205441090012,-4.482701830151101,-5.9142054410900124,5.416,-353.5591723499984,602.028295658556,-5.612096214047023,934.4976145247473,0.18451838889238514,-1.1382949656920789,-253.87987,187.81
249,Ravenclaw,Sanford,Garrett,2000-12-16,Right,68111.0,-396.64089225359976,6.040018559733928,3.966408922535998,6.756,378.629564587498,662.4332921306551,6.501727370272405,1056.1542274268975,9.361449546208533,2.1799538447227835,-229.51217000000003,-9.64
250,Ravenclaw,Verda,Stephenson,2000-10-07,Right,37887.0,-527.9132552492642,4.502191862227737,5.2791325524926425,5.016,607.508920205598,587.917503481591,3.5472629714189683,1057.7269477063173,6.39107125849478,0.5944463060546361,-230.52802000000003,4.03
251,Slytherin,Kristine,Jacob,1997-05-24,Left,84659.0,-292.4551995516032,-3.7835901867081305,2.9245519955160297,-5.96,-378.01321091749986,431.90165768333486,2.7388336228958154,1024.4799460012152,5.877581884166013,1.6978945839551678,-254.14821,-46.53
252,Slytherin,Mirna,Billingsley,2001-10-10,Left,46370.0,-521.4302399928272,-6.422108373520403,5.214302399928272,-2.249,-408.7238663994645,435.73230965965536,7.652382559811751,1027.2675817134698,10.316597355475343,-0.932774125810961,-247.07032,-87.42
253,Gryffindor,Brandy,Fielder,1997-02-24,Left,40949.0,430.7461438252797,-6.710169597290131,-4.307461438252797,3.699,-794.2185604748418,538.8803199866671,-4.920976287823453,939.720181744274,2.1008494753551297,1.614348697169676,-255.60147999999998,185.5
254,Hufflepuff,Perla,Calvin,1997-05-13,Right,79331.0,404.31567553743173,5.594671781046247,-4.0431567553743175,4.898,-607.0508708698908,360.8538857261409,3.1731092191643926,1067.4606531651157,1.0187578573317206,-0.7318431236194269,-246.0614,-53.39
255,Slytherin,Geraldo,Seaton,1999-05-14,Left,33251.0,-346.71897081857765,10.296759343358662,3.4671897081857748,6.087999999999999,400.4511031450853,593.2542195164856,9.445644731524839,1074.8214179551933,11.310312537995019,0.4698516621200859,-225.42813999999998,-4.65
256,Ravenclaw,Gwendolyn,Rosales,1999-01-03,Left,23241.0,-332.1208254034105,5.099589328342897,3.321208254034105,5.439,698.9124308548468,619.4340307717805,4.934099607366919,1076.9184611268818,,-0.10581089002649506,-229.14472,18.9
257,Slytherin,Keenan,Kozlowski,1998-04-25,Left,73677.0,-374.5740486528221,-6.723347495162045,3.745740486528221,-4.152,-361.5927191376271,436.8555949924961,6.67390443487025,1018.3912636103296,8.7522639052378,1.0430844055076425,-251.8601,-96.8
258,Gryffindor,Marcia,Maes,2001-01-16,Left,48115.0,526.4535187069458,-4.936865995156434,-5.26453518706946,5.6679999999999975,-159.97979578022282,597.2128748307258,-2.601618698655789,986.713972813056,5.484833090287914,0.5163330929597502,-250.21027999999998,124.23
259,Ravenclaw,Renae,Galindo,2000-03-12,Left,59773.0,-369.03757756560583,4.39698849257681,3.690375775656058,6.537999999999999,758.1367696203872,614.0053811401796,3.6052391455932185,1062.5371213314986,5.683729240443277,0.4457009813449907,-231.12704,-25.22
260,Slytherin,Willy,Swearingen,1998-08-06,Right,26732.0,-606.0540261234822,-2.1097291718552165,6.0605402612348245,-3.4819999999999998,-650.5106927194441,404.09598327204117,3.4164132851785802,1064.9244264885324,,0.11620762739933772,-245.43575,-16.75
261,Hufflepuff,Son,Campos,2001-01-19,Left,26596.0,596.5666844065737,4.269317077750986,-5.9656668440657405,6.03,-102.81939115452002,409.9452290235061,10.870464705514596,1012.3407961757016,7.601552751044572,-1.5373921865492295,-240.96103,-27.51
262,Ravenclaw,Jung,Pullen,1998-04-06,Right,36722.0,-541.1413941996973,6.8193028487530505,5.4114139419969725,4.65,223.30476865926047,592.8959292842176,4.808764417569098,1037.9435788480057,7.077044215442243,-0.6184517563312589,-229.96527999999998,44.84
263,Gryffindor,Rosanne,Bradshaw,1999-10-16,Right,45877.0,237.51010129534126,-4.8840121910758985,-2.3751010129534125,5.614,-697.1365749912079,607.3954926308081,-6.969016028257742,940.4520859162883,0.8068602205410174,-0.3092454772709351,-251.18317000000002,220.86
264,Slytherin,Haydee,Stern,2000-02-05,Right,23348.0,-594.2921238823361,,5.942921238823361,-3.6260000000000003,-689.8915974154836,366.0970928369401,5.960932026423861,1090.0653502335235,12.776323904144368,-0.5743434386966334,-247.24066000000002,-96.4
265,Slytherin,Aurelia,Root,1997-07-21,Left,58516.0,-444.7821646726243,-3.950041179028336,4.447821646726244,-6.301,-440.3554039612639,394.6437711129717,2.075027372708976,1058.4968633282458,7.527710189193642,-0.8718463892363068,-252.09777000000003,-48.77
266,Slytherin,Gena,Mcdaniels,1999-02-12,Left,20184.0,-619.1370880234127,-4.777998330560197,6.191370880234128,-2.977,-380.3497401750723,444.2831477855997,4.216109679064087,1055.8337006023594,11.226360520053287,-0.3239582043354639,-244.86731,-24.54
267,Ravenclaw,Landon,Holcomb,2001-05-24,Right,60018.0,-592.8948431034594,1.8690916025438948,5.928948431034594,4.5310000000000015,928.31787282509,675.9053382282099,4.661148527093861,1057.866105647187,9.196488128584813,-0.624845897067288,-230.83331,-28.82
268,Hufflepuff,Jarrett,Underhill,1996-11-26,Right,42591.0,474.56466570309806,4.972162114640804,-4.7456466570309805,5.2620000000000005,-418.6453052243064,406.318983111972,3.4828064477799865,1043.8162625321434,3.79645838062994,0.08667840613377233,-243.87932999999998,19.3
269,Ravenclaw,Randi,Pence,2000-02-22,Right,73356.0,-738.2755610767763,4.479951926847008,7.382755610767763,4.504,868.273687286356,631.1633045582389,2.76342722711155,1043.1484890924671,3.187943901960858,1.6297175644924138,-230.49667000000002,-26.11
270,Gryffindor,Jarvis,Mcnutt,1997-09-12,Right,42293.0,531.098888108585,-3.4276910217983634,-5.31098888108585,6.1979999999999995,-465.09550513655034,631.0143822263242,-4.862880655601323,977.0619657903746,5.362986029783387,0.5330201677453619,-249.79968,200.38
271,Ravenclaw,Lane,Rodrigues,1998-05-10,Left,57633.0,-584.46200813266,4.142216820668182,5.8446200813266005,4.849,750.5126244454352,632.4565701376972,3.1229751277610065,1060.6063737652105,6.3898503552800765,0.3045378322170143,-230.65569,-10.37
272,Hufflepuff,Tera,Cochrane,2000-12-26,Right,42577.0,424.32245748063315,8.576817271361147,-4.243224574806332,4.1610000000000005,-153.13022387998706,337.19150756573936,7.362512461529608,1018.6867021788762,0.763940032436202,-0.20097961146185228,-241.51467000000002,-21.83
273,Hufflepuff,Elvis,Haddad,1998-03-26,Right,66774.0,227.437621017206,6.438242984161848,-2.27437621017206,4.072,-503.1174492796894,416.3137629929717,7.7655976010362675,1044.1911270539692,5.345871804032165,-1.3986324117004638,-241.77571,-42.81
274,Ravenclaw,Britt,Duckett,2000-07-28,Left,33010.0,-449.27808890680967,5.0800186593236125,4.492780889068097,4.206,118.0837530642056,508.938508144804,6.565545390883237,1036.72333327041,6.286684916953336,0.9334969577392056,-232.76408999999998,-7.21
275,Ravenclaw,Dan,Minnick,2000-01-25,Left,43744.0,-557.7641790186793,3.1810741900323922,5.577641790186791,,398.75778664190597,575.7180182994442,3.8645770678698868,1049.2698964183048,6.77020572105366,-0.034718885412756126,-233.14236,-0.64
276,Ravenclaw,Pearlie,Rousseau,1999-06-20,Left,25168.0,-215.18466637943104,7.449835638300586,2.1518466637943106,6.3210000000000015,516.9802176901081,568.5209381719243,5.159087982451268,1070.4559061034531,8.206382389446869,0.3400788660702277,-229.27606,19.67
277,Hufflepuff,Erna,Metzler,1999-06-17,Left,42847.0,577.234856069598,5.181160583266419,-5.77234856069598,2.758,-318.7399575431325,419.5738353586065,3.206781151560912,1032.6361878659786,4.767945923280159,0.3053778436015683,-246.42805,48.8
278,Hufflepuff,Eunice,Bishop,1999-04-21,Right,41006.0,694.3322075781323,2.03124568915557,-6.943322075781324,7.561,-422.53494526716315,417.35645565165305,3.5186687530708802,1049.5241702410026,5.070320265687394,-0.15874297422076675,-245.36754,2.22
279,Gryffindor,Ralph,Bostick,1998-05-14,Left,,640.6720357262668,-4.028032265411556,-6.406720357262667,5.433,-461.7680535540677,647.0015302794637,-4.760202670840381,953.2025372977664,5.594904321606584,-0.08907921461583547,-251.80497999999997,227.98
280,Hufflepuff,Ike,Curtis,1998-01-19,Right,53099.0,611.1348650304744,3.0422255970190637,-6.1113486503047465,6.437,-730.7727826425125,423.6354881734318,3.0900943558282776,1072.3565042341156,6.592267544020332,-0.4176109734731165,-246.02061,1.49
281,Ravenclaw,Adela,Marshall,2001-03-05,Left,38880.0,-391.3734715680652,5.112727754885251,3.9137347156806515,5.867000000000001,617.1918910506529,636.6273899469444,5.5947316761426125,1066.8880848753026,10.221267176016816,-0.75224504134653,-229.09117,5.64
282,Hufflepuff,Alejandra,Cardwell,1997-05-11,Right,72295.0,526.3325363743589,4.465065898178499,-5.26332536374359,5.626,-503.2211206907488,363.83021640827315,3.177358558903636,1063.0171654269875,1.3595326441001476,-2.0441768081630025,-246.58562999999998,-50.09
283,Hufflepuff,Sol,Rendon,1999-02-16,Left,44094.0,491.5810088062119,3.651077278036276,-4.915810088062119,5.083,-394.2200082733307,391.9935417006461,6.7258490501930375,1043.8143337869874,5.832759512809857,-0.9274521333823246,-244.05743999999999,-30.05
284,Ravenclaw,Benton,Spalding,1997-06-08,Left,62759.0,-388.4854723956244,7.3068299435627475,3.884854723956243,7.09,496.2515423151165,630.7497915364828,3.7677112276703015,1044.7808038034987,4.897175678612778,0.5355656514154086,-229.56172,18.21
285,Ravenclaw,Leisa,Lawrence,1999-12-01,Left,26116.0,-966.7405456412164,2.730728274258476,9.667405456412162,1.078,312.92276203575045,572.0947469663245,3.3481137931392992,1032.7827116710073,6.793216413285415,-0.8037647549010131,-231.81342999999998,33.02
286,Gryffindor,Kayla,Jameson,1997-05-29,Left,41034.0,651.4999608709228,-4.316909360524635,-6.514999608709228,5.471,-499.0272687677789,607.2816528962687,-5.288429257783419,942.1237204885288,3.14941134996067,0.08213451130893862,-253.00482999999997,223.19
287,Hufflepuff,Jody,Ricci,1999-05-04,Left,47886.0,480.9236332127162,3.87089729521846,-4.809236332127161,5.445,-428.61199457775285,378.77825263632377,7.971454372498657,1048.0572984720388,5.989586767074523,0.3085015132489081,-243.52366,-55.79
288,Hufflepuff,Jessie,Chung,1997-03-03,Left,52268.0,633.1277156839607,3.128570833602728,-6.331277156839608,6.5089999999999995,-734.9392540929215,430.7268642031872,1.6422657355804695,1071.0038000661957,5.858556345754444,0.008027069961475645,-246.4891,22.69
289,Gryffindor,Calvin,Stauffer,1999-03-23,Right,36467.0,630.1191712878914,-6.005137508490438,-6.3011917128789126,4.474,-439.672360059722,558.9078755221758,-3.754066172102528,947.1983325098108,3.5325853044639532,-0.0889275928926895,-254.29191,177.01
290,Gryffindor,Carmen,Fulcher,1997-01-12,Left,49688.0,692.7692364428074,-4.038016149079205,-6.927692364428077,5.593999999999999,-426.21087136076306,595.983416842946,-6.349633410923094,923.0555131338876,-0.03547437520627384,-0.26732918609576056,-254.25575,228.79
291,Hufflepuff,Matilda,Steiner,1996-11-09,Left,56730.0,375.4288053895812,7.897291405275576,-3.7542880538958134,4.574,-523.1579199505159,380.5109728339032,,1048.7889315804346,2.201209758539505,-1.4268630587829003,-242.84707999999998,-0.05
292,Hufflepuff,Neil,Briseno,1998-03-18,Right,49093.0,511.9677066785554,4.360554738248516,-5.1196770667855525,5.875,-378.8986767259272,417.06510685492265,8.090267403949113,1038.628670675449,6.635063323294299,0.182990427641638,-242.67815,-33.59
293,Hufflepuff,Anibal,Abraham,1997-01-20,Left,66692.0,248.21131415207023,5.037105157544496,-2.4821131415207023,5.6339999999999995,-661.831672052835,460.86106335006036,5.9928058451293005,1055.2656920444492,6.743775739963195,-1.04300282168983,-241.77286,-19.04
294,Gryffindor,Wilburn,Okeefe,2001-05-26,Right,30788.0,742.2772325417573,-5.877094945620217,-7.422772325417572,4.495,-618.5908116446836,560.1524240856609,-2.227251867957805,960.8971875523732,6.762301327841233,,-254.44192999999999,175.93
295,Gryffindor,Alvina,Gragg,2001-03-15,Left,47145.0,419.7173767552309,-6.929163703457602,-4.197173767552308,3.2880000000000003,-826.4681660237908,544.5216736119394,-5.685821010237612,922.9279695811896,0.6975286226368418,-0.4468225808297018,-256.87119,200.32
296,Hufflepuff,Otto,Bruno,1996-11-22,Left,38917.0,541.4402797627197,7.283881589770303,-5.414402797627196,4.52,-597.6140321767448,396.7957355451247,,1051.0770976696656,3.0926681796150395,1.0745918748279664,-244.57664,67.04
297,Gryffindor,Lilly,Jackman,1997-02-21,Left,37702.0,447.40985086486563,-5.5867512268673085,-4.474098508648656,4.649,-596.4270446987322,560.8055867665008,-5.753091276620897,939.7940310976476,1.309745063365357,-0.30228034905709106,-253.6374,202.4
298,Ravenclaw,Marietta,Mireles,1997-03-26,Left,87451.0,-435.77467208292364,6.7178557883593975,4.357746720829237,6.336,503.5842648646336,610.9441070782707,4.6902685941663655,1044.4261897662434,3.431096471114256,-1.1170478332133786,-231.45441,-36.62
299,Hufflepuff,Randal,Bays,1997-06-29,Left,58658.0,393.8507532762327,5.292818552382909,-3.938507532762327,4.802,-663.1607172620577,461.4497571737206,3.3869762788195765,1055.7611320841202,6.3408153570386085,2.3338447372663635,-243.91672999999997,30.0
300,Gryffindor,Glenda,Madigan,1997-08-02,Right,52510.0,347.75631645228475,-6.337557205127222,-3.477563164522848,4.885,-351.8122573439852,576.4127727578856,-4.066826991730523,951.3182118021408,1.8815763618634969,,-252.32769,142.41
301,Hufflepuff,Luann,Lemke,1999-10-05,Right,34066.0,569.6190988885262,3.441773503331206,-5.696190988885263,6.376,-298.70618505327894,420.1859571607668,7.518985126709123,1031.4821743329117,6.854014109502383,-0.06222996563596155,-242.57025,-11.12
302,Slytherin,Diego,Yee,1999-06-20,Right,59442.0,-510.2794389777504,-4.890462901042412,5.102794389777504,-3.7689999999999997,-484.31039405866824,406.1657425369645,6.5780856052508305,1026.5321427080194,8.0521460671795,-0.4117531410373986,-249.12982999999997,-86.57
303,Hufflepuff,Marlon,Carmack,1997-06-20,Right,41732.0,676.2089424127561,1.1845714682715078,-6.7620894241275575,7.565,-492.03186635116793,408.326957801984,3.927966252745384,1059.74621357296,5.926594084304768,-0.25505456942298205,-245.74732000000003,-17.07
304,Hufflepuff,Oliver,Sawyer,2001-10-07,Right,29560.0,532.8765968028309,3.2898418192781405,-5.328765968028309,6.0820000000000025,-553.9095056688276,409.749351551069,6.0389533005894185,1052.9472127164022,7.807274858238799,1.9051376146093937,-243.24016,1.62
305,Gryffindor,Brain,Kellum,2000-07-30,Right,,640.0067615698988,-7.285866245922962,-6.400067615698987,4.378,-279.30710601680875,518.2174417485733,-2.765431168533657,942.123215589615,2.8103070120335896,-0.5295097078618021,-254.59946000000002,148.85
306,Slytherin,Tracie,Sturgeon,2001-03-28,Right,42307.0,-565.3845081585855,-6.315852665332162,5.653845081585858,-6.153,-460.7079700896102,388.21979445044263,5.085800200103637,1063.3738010556376,10.977039739660466,-0.4046384058834692,-250.51835,-83.83
307,Ravenclaw,Rene,Upshaw,1997-01-13,Right,23403.0,-708.1871474568138,7.675923051265691,7.081871474568138,2.202,432.14118593191307,569.9023852475804,5.4045351129693655,1047.4180412429089,7.846843966250184,1.0366361692197448,-228.65997000000002,38.86
308,Hufflepuff,Jovita,Regalado,1999-04-07,Right,13733.0,970.6176787699927,5.783207823822317,-9.706176787699926,6.7360000000000015,-709.6679237827252,394.611044209752,7.307275843837103,1055.0903448510105,10.205826955808801,-0.4174139496909165,-244.03257000000002,43.22
309,Slytherin,Stacey,Crouse,1999-10-28,Right,37273.0,-614.0486161818812,-4.904819241191567,6.140486161818813,-4.718,-505.3700103361954,384.3865040093263,6.114746268856534,1048.862295798725,9.843033939339037,1.0696268021734785,-247.90016,-76.72
310,Ravenclaw,Jimmie,Brantley,1999-08-15,Right,46336.0,,5.919673220517366,6.823870436164067,4.053999999999999,803.5439896255717,600.2688240067051,5.657007279755273,1065.1842334133182,7.3180044992410735,0.15988289391025384,-228.09194,-30.19
311,Hufflepuff,Gene,Castleberry,1999-07-31,Left,27282.0,692.7433222696292,5.020075953037778,-6.927433222696292,4.391,-242.35003504037343,385.5675051703364,8.75006740903067,1025.5198970477368,7.2291622753497045,0.3157751169864003,-243.8036,-3.89
312,Slytherin,Joesph,Crider,2000-12-26,Right,47623.0,-536.3390923804719,-7.420798918373919,5.36339092380472,-7.47,-399.8240557629676,377.85172106440393,3.4836177026574844,1080.3091206019358,10.971958178524694,-0.35346593627841066,-253.02997000000002,-94.43
313,Hufflepuff,Lynn,Tovar,2000-01-15,Right,22301.0,785.2455080088472,6.817740048690455,-7.852455080088474,4.398,-437.51787442395624,446.89212365585604,2.8603664363607373,1029.501228680665,6.616014269756677,0.9279034038316564,-244.78662000000003,113.99
314,Gryffindor,Yolanda,Crenshaw,1999-08-07,Right,46502.0,108.831102524061,-6.608834276839419,-1.08831102524061,4.204,-475.4580049720154,588.712266303403,-5.282672241250159,963.8653693121845,2.6891335602426154,-1.1679975391998163,-251.04179,156.78
315,Gryffindor,Jimmie,Mckeown,1998-04-25,Left,44314.0,820.7533901967956,-5.671740156456174,-8.207533901967956,3.785,-643.2946211666823,572.2814761469613,-5.1191657781301645,912.5344285881056,2.037925902923135,-1.7339686684361362,-258.02308,234.22
316,Ravenclaw,Darwin,Kyle,1999-09-26,Right,15276.0,-489.4937773271154,6.108327707523338,4.894937773271153,4.01,497.5519982713907,591.5540364843797,3.2160935467470932,1051.5853567779584,8.001025739586494,-0.3863088507895212,-229.80198,66.76
317,Slytherin,Deon,Wilhelm,2001-01-27,Left,57603.0,-528.1439208845596,-6.9956861162351025,5.281439208845597,-6.325,-537.0728046886319,356.7167509002228,5.995915487404416,1062.7644941764431,9.875272597080565,-0.20247643379838154,-252.55606,-126.58
318,Slytherin,Pete,Ireland,2000-07-05,Right,55277.0,-443.5863705200736,-1.6535957878496008,4.435863705200736,-3.736,-466.2652387357045,446.1241324503237,2.453738817277208,1030.7123552094083,6.621857850088253,-1.578400940193655,-248.2074,-0.15
319,Hufflepuff,Jarod,Wolff,1996-12-08,Left,58813.0,410.3783719215226,4.797199544558962,-4.103783719215227,4.651,-565.707519530707,399.20034200937516,5.532849434803602,1056.768802317707,5.266346838767634,0.875349511698434,-244.35376000000002,-28.92
320,Hufflepuff,Marci,Mckinley,1999-09-03,Right,28181.0,558.7472151961902,8.829186189749233,-5.5874721519619035,3.0410000000000004,-378.8377900263511,389.2985395157461,3.7343862145162676,1028.2598458891612,3.575565658637035,-0.4112434443452184,-243.44862999999998,76.9
321,Slytherin,Albert,Hudgins,1999-05-09,Left,78806.0,-324.2467964979578,-7.47633035366372,3.2424679649795785,-5.4270000000000005,-429.61136494882004,419.97021297210546,5.124208536260741,1044.4142284577374,9.42308223344857,0.934716469428932,-254.51342999999997,-107.35
322,Slytherin,Dick,Lash,1996-11-11,Left,54213.0,-303.2738721065145,-6.332399534684013,3.032738721065145,-3.917,-174.47587413929534,489.25044695337766,6.001034571745317,1010.3057602209024,10.727468666775877,0.04796310600409505,-250.1211,-37.55
323,Gryffindor,Lidia,Redmond,2001-10-27,Right,30151.0,681.5517915909854,-6.351586514314832,-6.815517915909855,5.194,15.366881103144348,593.5300792410737,-0.6715449650385157,975.7222725229083,7.846578438217907,-1.1663424935318245,-250.86038,126.4
324,Hufflepuff,Arlen,Keller,1998-04-09,Right,59307.0,652.9188279676603,2.2373219421068327,-6.529188279676603,5.96,-577.5800963375425,417.04243098400144,5.648793719916228,1062.3734586855842,,0.1191312505348614,-246.58042000000003,-37.49
325,Ravenclaw,Bret,Blanco,2000-09-16,Right,63354.0,-335.2923358174752,7.294941564637599,3.352923358174752,6.096,,605.5543524699799,8.184466799288039,1046.5472884592637,7.631903701265662,-0.7921430439117495,-229.48827999999997,-34.48
326,Ravenclaw,Shante,Lieberman,1997-11-12,Right,46393.0,-614.0356742621258,6.365450988191191,6.1403567426212575,4.048,204.58817364477176,601.2461335746431,5.566259843014804,1044.39431154571,7.966356761056652,-0.7852675591564051,-230.20382,21.39
327,Slytherin,Susan,Keenan,1999-07-17,Left,72439.0,-439.5738713100032,-3.763881502098632,4.395738713100032,-3.952,-454.6955396526764,428.6117494783657,5.893858367800367,1008.2958712456059,6.488918454968388,0.7152611260757308,-250.06907,-64.17
328,Gryffindor,Dottie,Bui,2000-10-02,Left,57434.0,480.3791190594107,-5.212369478782196,-4.803791190594106,,-245.93824049379955,636.5837145310724,-2.6313970419822605,986.349834708838,7.164328036768563,0.3716150276213169,-250.9352,136.15
329,Ravenclaw,Evangeline,Pickett,2001-07-23,Right,67134.0,-487.486742696032,2.982664712031005,4.8748674269603205,6.346,401.5363393564368,619.9240551065316,2.581619045171984,1044.3223943623666,4.768353270288884,0.24986346948361995,-233.02548,-5.96
330,Slytherin,Addie,Almanza,2001-08-14,Left,26460.0,-664.2350679099452,-4.243310594668147,6.6423506790994535,-3.667,-460.9448376392023,391.71578104296464,3.727776491369281,1067.5110189579193,9.266250572087943,0.8930229917012467,-245.95789,-52.72
331,Hufflepuff,Ivette,Bueno,1996-11-28,Right,,522.28702549209,7.755895655853102,-5.222870254920903,4.628,-530.3534257404099,378.4733850663932,1.9759685765262809,1047.5457256016755,2.2828147012293245,0.8918360540720053,-243.83142,56.03
332,Hufflepuff,Lela,Tuttle,1998-08-11,Left,36507.0,377.3454214922188,7.356246396261048,-3.773454214922188,3.8310000000000004,-226.5426678267859,299.9832769012167,,1032.330124685435,0.7149437553624511,1.5436862580879402,-242.38598,-42.05
333,Hufflepuff,Hal,Sawyers,2001-01-16,Right,59027.0,231.72561987599357,5.331227844614902,-2.317256198759935,5.2360000000000015,-484.6585377079544,452.27387866593364,4.5353251707137625,1042.835447223118,4.631866430302416,-0.3698323831719682,-241.75746,4.19
334,Ravenclaw,Caridad,Saldivar,1997-04-25,Left,63662.0,-530.4087000788646,4.326584069346849,5.3040870007886465,4.4030000000000005,378.03282503086615,586.6283275784817,5.133722791762216,1045.1007837201844,6.050847523122487,-0.09538127262900536,-232.77505,-25.53
335,Ravenclaw,Federico,Mccollum,2000-09-11,Left,60541.0,-585.8884287820075,8.652803988300546,5.858884287820076,5.596,731.2635152229018,615.0185584137016,4.966557842674348,1053.3071586393903,4.795919380976074,-1.4867712487857605,-227.2289,-8.7
336,Slytherin,Mohamed,Bechtel,2000-11-22,Left,85107.0,-253.68572231472268,-5.600621507762419,2.536857223147228,-6.564,-101.06778778292637,490.51993745766,2.06396441924192,1013.0002087831053,7.231471450113919,0.036903757549496416,-255.02774,-25.68
337,Ravenclaw,Mirna,Hubbard,1998-02-27,Right,75766.0,-561.4264046849012,6.273558082146993,5.614264046849011,5.7120000000000015,802.9135713617355,640.1053702040236,4.4595060271145694,1050.9803502412603,4.778140838847683,-0.9250455121621294,-229.35427,-29.55
338,Gryffindor,Cathrine,Robey,1998-07-17,Right,19066.0,638.7985824784482,-4.180734253509606,-6.387985824784483,7.63,-118.66855381990266,636.7778993933222,-2.6035196365876208,972.0783713647197,7.213115811304668,-1.6788870089825072,-247.10985,191.41
339,Ravenclaw,Christin,Curran,2000-04-27,Right,40544.0,669.2621350157823,3.892077909130968,-6.692621350157823,5.185,-529.4304883443879,417.33977661893965,5.240489126428881,1050.6306147177222,7.389162455779313,-0.16148691757278286,-245.4716,13.18
340,Slytherin,Essie,Rudd,2000-10-31,Left,28071.0,-691.5486866581787,-2.0727898449107642,6.915486866581787,-1.614,-744.5924509003801,380.7788132118395,6.690096964797784,1045.2025846826357,8.570107495882924,-1.179742691077833,-243.07235,-56.81
341,Slytherin,Garry,Sonnier,1997-08-23,Right,47990.0,-510.18564907649767,-6.913139254495566,5.101856490764977,,-372.3645826919055,420.1663596203183,5.867127956509807,1045.4568702981132,11.023965853095193,-0.06703185900365206,-250.34131000000002,-81.89
342,Ravenclaw,Alisha,Paterson,1998-10-27,Left,55969.0,-534.0685617345163,3.600027956810992,5.3406856173451605,5.414,477.9715095211028,631.6778901838902,2.6753030284135098,1046.6017670343338,6.144587328556758,0.8257118254873033,-231.93536,15.06
343,Hufflepuff,Dinah,Chu,2000-12-11,Left,54856.0,323.94064682964955,5.570495182393367,-3.2394064682964965,,-580.2853524067573,437.84400739658724,4.08052091549356,1051.2493383276458,4.910110068517524,-0.1886392131781208,-242.41159,11.25
344,Slytherin,Lynwood,Maple,2000-05-23,Left,82130.0,-402.10608553199575,-6.614747374329476,4.021060855319957,-3.486,-613.5016308636312,393.6624107882125,7.711014936732589,1030.122492665803,8.115482791762231,-0.948363856823849,-252.16677,-138.43
345,Ravenclaw,Constance,Romeo,2000-03-28,Right,48621.0,-524.7357552103311,3.8319483919839104,5.247357552103312,4.732,,590.8759519797785,3.61577060838196,1044.8255563362309,5.661948032575975,,-232.15,0.16
